parsed 130 topic files, 1401 mermaid diagrams
  - citation: visionclaw/28-external-services.md:VC-28.5 — bare :796 on a message whose participant is declared without a path (bind the participant to a file, or qualify the ref)
  - citation: visionclaw/28-external-services.md:VC-28.5 — bare :805 on a message whose participant is declared without a path (bind the participant to a file, or qualify the ref)
  - citation: visionclaw/30-client-boot-and-state.md:VC-30.5 — ../project/client/src/store/websocket/index.ts:248 is blank
  - citation: visionclaw/30-client-boot-and-state.md:VC-30.5 — ../project/client/src/store/websocket/index.ts:278 is blank
  - citation: visionclaw/32-client-websocket-and-binary.md:VC-32.1 — ../project/client/src/store/websocket/index.ts:162 is punctuation only ('}')
  - citation: visionclaw/32-client-websocket-and-binary.md:VC-32.1 — ../project/client/src/store/websocket/index.ts:182 is punctuation only ('}')
  - citation: visionclaw/32-client-websocket-and-binary.md:VC-32.1 — ../project/client/src/store/websocket/index.ts:196 is punctuation only ('});')
  - citation: visionclaw/32-client-websocket-and-binary.md:VC-32.1 — ../project/client/src/store/websocket/index.ts:197 is punctuation only ('}')
  - citation: visionclaw/33-client-auth-and-identity.md:VC-33.1 — ../project/client/src/services/nostrAuthService.ts:341 is blank
  - citation: visionclaw/33-client-auth-and-identity.md:VC-33.1 — ../project/client/src/services/nostrAuthService.ts:355 is blank
  - citation: visionclaw/33-client-auth-and-identity.md:VC-33.1 — ../project/client/src/services/nostrAuthService.ts:477 is punctuation only ('}')
  - citation: visionclaw/33-client-auth-and-identity.md:VC-33.1 — ../project/client/src/services/nostrAuthService.ts:388 is punctuation only ('}')
  - citation: visionclaw/33-client-auth-and-identity.md:VC-33.1 — ../project/client/src/services/nostrAuthService.ts:398 is blank
  - citation: visionclaw/33-client-auth-and-identity.md:VC-33.1 — ../project/client/src/services/nostrAuthService.ts:503 is punctuation only ('}')
  - citation: visionclaw/33-client-auth-and-identity.md:VC-33.1 — ../project/client/src/services/nostrAuthService.ts:438 is punctuation only ('}')
  - citation: visionclaw/33-client-auth-and-identity.md:VC-33.1 — ../project/client/src/services/nostrAuthService.ts:433 is punctuation only ('}')
  - citation: visionclaw/33-client-auth-and-identity.md:VC-33.2 — ../project/client/src/services/nostrAuthService.ts:259 is blank
  - citation: visionclaw/33-client-auth-and-identity.md:VC-33.2 — ../project/client/src/services/nostrAuthService.ts:268 is blank
  - citation: visionclaw/33-client-auth-and-identity.md:VC-33.2 — ../project/client/src/services/nostrAuthService.ts:309 is punctuation only ('};')
  - citation: visionclaw/33-client-auth-and-identity.md:VC-33.2 — ../project/client/src/services/nostrAuthService.ts:275 is blank
  - citation: visionclaw/33-client-auth-and-identity.md:VC-33.3 — ../project/client/src/services/nostrAuthService.ts:433 is punctuation only ('}')
  - citation: visionclaw/33-client-auth-and-identity.md:VC-33.5 — ../project/client/src/services/nostrAuthService.ts:427 is punctuation only ('}')
  - citation: visionclaw/33-client-auth-and-identity.md:VC-33.5 — ../project/client/src/services/nostrAuthService.ts:427 is punctuation only ('}')
  - citation: visionclaw/33-client-auth-and-identity.md:VC-33.5 — ../project/client/src/services/nostrAuthService.ts:446 is punctuation only ('}')
  - citation: visionclaw/33-client-auth-and-identity.md:VC-33.5 — ../project/client/src/services/nostrAuthService.ts:452 is punctuation only ('}')
  - citation: visionclaw/33-client-auth-and-identity.md:VC-33.5 — ../project/client/src/services/nostrAuthService.ts:456 is punctuation only ('}')
  - citation: visionclaw/33-client-auth-and-identity.md:VC-33.9 — ../project/client/src/services/nostrAuthService.ts:602 is punctuation only ('}')
  - citation: visionclaw/35-voice-end-to-end.md:VC-35.12 — ../project/voice-stack/README.md:13 is blank
  - citation: visionclaw/36-godot-xr-client.md:VC-36.14 — bare :9 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: visionclaw/36-godot-xr-client.md:VC-36.14 — bare :15 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: visionclaw/36-godot-xr-client.md:VC-36.14 — bare :26 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: visionclaw/36-godot-xr-client.md:VC-36.14 — bare :32 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: visionclaw/36-godot-xr-client.md:VC-36.14 — bare :43 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: visionclaw/36-godot-xr-client.md:VC-36.14 — bare :49 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: visionclaw/36-godot-xr-client.md:VC-36.14 — bare :61 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: visionclaw/36-godot-xr-client.md:VC-36.14 — bare :67 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: visionflow/02-website-build-and-deploy.md:VF-02.2 — website/static/js/main.js:844 is blank
  - citation: visionflow/02-website-build-and-deploy.md:VF-02.12 — website/static/js/main.js:844 is blank
  - citation: visionflow/05-governance-gates.md:VF-05.12 — scripts/mesh-smoke-preflight.sh:7777 past EOF (file has 339 lines)
  - citation: visiongraph/04-downstream-contracts.md:VG-04.2 — ../visionGraph/.github/workflows/publish.yml:279 past EOF (file has 261 lines)
  - citation: visiongraph/04-downstream-contracts.md:VG-04.2 — ../visionGraph/.github/workflows/publish.yml:284 past EOF (file has 261 lines)
  - citation: estate/04-identity-mesh-did-nostr.md — ../project/src/utils/nip98.rs:375 is labelled 'validate_nip98_token' but that function spans :428-441
  - citation: estate/04-identity-mesh-did-nostr.md — ../project/src/utils/nip98.rs:234 is labelled 'claim_event_id' but that function spans :285-290
  - citation: estate/08-solid-pod-estate.md — ../project/src/handlers/solid_proxy_handler.rs:881 is labelled 'load_acl_for_path' but that function spans :885-925
  - citation: nostr-rust-forum/11-relay-durable-object-internals.md — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/trust_sweep.rs:497 is labelled 'sweep_inactive_demotions' but that function spans :521-570
  - citation: visionclaw/01-boot-and-app-state.md — ../project/src/config/security_profile.rs:604 is labelled 'assert_effective_profile_or_exit' but that function spans :624-663
  - citation: visionclaw/03-request-lifecycle-and-rbac.md — ../project/src/services/nostr_service.rs:574 is labelled 'get_session' but that function spans :587-601
  - citation: visionclaw/03-request-lifecycle-and-rbac.md — ../project/src/services/nostr_service.rs:601 is labelled 'verify_nip98_auth' but that function spans :624-658
  - citation: visionclaw/03-request-lifecycle-and-rbac.md — ../project/src/services/nostr_service.rs:601 is labelled 'verify_nip98_auth' but that function spans :624-658
  - citation: visionclaw/03-request-lifecycle-and-rbac.md — ../project/src/utils/nip98.rs:375 is labelled 'validate_nip98_token' but that function spans :428-441
  - citation: visionclaw/03-request-lifecycle-and-rbac.md — ../project/src/services/nostr_service.rs:601 is labelled 'verify_nip98_auth' but that function spans :624-658
  - citation: visionclaw/08-observability-health-and-dev-loop.md — ../project/src/config/security_profile.rs:604 is labelled 'assert_effective_profile_or_exit' but that function spans :624-663
  - citation: visionclaw/09-config-and-env-flags.md — ../project/src/config/security_profile.rs:604 is labelled 'assert_effective_profile_or_exit' but that function spans :624-663
  - citation: visionclaw/09-config-and-env-flags.md — ../project/src/config/security_profile.rs:604 is labelled 'assert_effective_profile_or_exit' but that function spans :624-663
  - citation: visionclaw/09-config-and-env-flags.md — ../project/src/config/security_profile.rs:477 is labelled 'evaluate_effective_profile' but that function spans :485-614
  - citation: visionclaw/09-config-and-env-flags.md — ../project/src/config/security_profile.rs:453 is labelled 'report_mode_requested' but that function spans :459-463
  - citation: visionclaw/09-config-and-env-flags.md — ../project/src/config/security_profile.rs:460 is labelled 'report_mode_acknowledged' but that function spans :473-480
  - citation: visionclaw/11-physics-step-and-force-channels.md — ../project/src/utils/unified_gpu_compute/execution.rs:131 is labelled 'execute' but that function spans :172-981
  - citation: visionclaw/11-physics-step-and-force-channels.md — ../project/src/utils/unified_gpu_compute/execution.rs:131 is labelled 'execute' but that function spans :172-981
  - citation: visionclaw/13-broadcast-pipeline-and-websocket.md — ../project/src/handlers/socket_flow_handler/http_handler.rs:39 is labelled 'socket_flow_handler' but that function spans :53-454
  - citation: visionclaw/24-acsp-decision-elevation.md — ../project/src/services/acsp/client.rs:99 is labelled 'publish' but that function spans :117-155
  - citation: visionclaw/26-solid-pod-and-jss.md — ../project/src/handlers/solid_proxy_handler.rs:881 is labelled 'load_acl_for_path' but that function spans :885-925
  - citation: visionclaw/26-solid-pod-and-jss.md — ../project/src/utils/nip98.rs:375 is labelled 'validate_nip98_token' but that function spans :428-441
  - citation: visionclaw/26-solid-pod-and-jss.md — ../project/src/handlers/solid_proxy_handler.rs:881 is labelled 'load_acl_for_path' but that function spans :885-925
